fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos
2021-10-27,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,8,136.28,1090.24
2021-10-27,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,87.55,262.65
2021-10-27,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,76.27,152.54
2021-10-27,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.14,70.28
2021-10-27,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,64.63,129.26
2021-10-27,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,69.27,138.54
2021-10-27,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,66.02,132.04
2021-10-27,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,407.15,814.3
2021-10-27,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,171.01,342.02
2021-10-27,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,2,45.12,90.24
2021-10-27,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,2,55.65,111.3
2021-10-27,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,2,24.83,49.66
2021-10-27,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,39.7,79.4
2021-10-27,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,147.55,442.65
2021-10-27,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,838.38,1676.76
2021-10-27,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,1,95.68,95.68
2021-10-27,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,1,71.53,71.53
2021-10-27,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,110.13,220.26
2021-10-27,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,79.24,158.48
2021-10-27,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,129.07,645.35
2021-10-27,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.04,20.04
2021-10-27,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.23,35.23
2021-10-27,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,50.65,50.65
2021-10-28,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,7,118.14,826.98
2021-10-28,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,8,138.46,1107.68
2021-10-28,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,2,82.76,165.52
2021-10-28,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,73.21,146.42
2021-10-28,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,34.97,69.94
2021-10-28,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,64.25,128.5
2021-10-28,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,1,71.27,71.27
2021-10-28,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,65.43,130.86
2021-10-28,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,1,405.19,405.19
2021-10-28,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,1,171.03,171.03
2021-10-28,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,2,44.14,88.28
2021-10-28,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,55.08,165.24
2021-10-28,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,2,25.31,50.62
2021-10-28,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,39.42,78.84
2021-10-28,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,154.17,462.51
2021-10-28,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,832.5,1665.0
2021-10-28,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,92.4,184.8
2021-10-28,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,70.43,140.86
2021-10-28,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,112.11,224.22
2021-10-28,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,78.62,157.24
2021-10-28,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,130.87,654.35
2021-10-28,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.48,20.48
2021-10-28,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.69,34.69
2021-10-28,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.32,49.32
2021-10-29,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,117.23,1406.76
2021-10-29,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,9,131.72,1185.48
2021-10-29,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,85.63,256.89
2021-10-29,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,73.51,147.02
2021-10-29,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.5,71.0
2021-10-29,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,63.42,126.84
2021-10-29,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,68.0,136.0
2021-10-29,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,65.18,130.36
2021-10-29,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,393.57,787.14
2021-10-29,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,1,174.97,174.97
2021-10-29,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,46.32,138.96
2021-10-29,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,54.68,164.04
2021-10-29,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,24.89,74.67
2021-10-29,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,41.18,123.54
2021-10-29,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,146.66,439.98
2021-10-29,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,833.9,1667.8
2021-10-29,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,93.71,187.42
2021-10-29,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,69.39,138.78
2021-10-29,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,107.16,214.32
2021-10-29,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,81.44,162.88
2021-10-29,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,127.92,639.6
2021-10-29,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.18,20.18
2021-10-29,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.07,35.07
2021-10-29,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,50.51,50.51
2021-10-30,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,118.41,1420.92
2021-10-30,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,12,136.87,1642.44
2021-10-30,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,84.82,254.46
2021-10-30,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,77.06,231.18
2021-10-30,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,34.32,68.64
2021-10-30,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,3,65.14,195.42
2021-10-30,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,3,68.31,204.93
2021-10-30,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,64.41,128.82
2021-10-30,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,403.96,807.92
2021-10-30,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,171.35,342.7
2021-10-30,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,46.33,138.99
2021-10-30,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,4,56.13,224.52
2021-10-30,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,25.03,75.09
2021-10-30,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,40.61,121.83
2021-10-30,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,146.65,586.6
2021-10-30,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,840.4,2521.2
2021-10-30,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,92.36,184.72
2021-10-30,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,69.41,138.82
2021-10-30,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,107.28,214.56
2021-10-30,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,79.07,158.14
2021-10-30,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,6,129.2,775.2
2021-10-30,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.02,20.02
2021-10-30,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.88,35.88
2021-10-30,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,51.05,51.05
2021-10-31,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,112.99,1016.91
2021-10-31,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,138.06,1380.6
2021-10-31,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,86.88,260.64
2021-10-31,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,74.12,222.36
2021-10-31,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,34.12,68.24
2021-10-31,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,65.76,131.52
2021-10-31,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,69.35,138.7
2021-10-31,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,66.26,132.52
2021-10-31,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,391.18,782.36
2021-10-31,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,177.78,355.56
2021-10-31,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,2,44.12,88.24
2021-10-31,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,53.83,161.49
2021-10-31,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,24.8,74.4
2021-10-31,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,39.84,119.52
2021-10-31,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,2,148.31,296.62
2021-10-31,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,810.36,2431.08
2021-10-31,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,95.8,191.6
2021-10-31,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,70.63,141.26
2021-10-31,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,107.7,215.4
2021-10-31,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,82.38,164.76
2021-10-31,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,126.55,632.75
2021-10-31,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,19.55,19.55
2021-10-31,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.59,34.59
2021-10-31,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,48.69,48.69
2021-11-01,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,7,115.07,805.49
2021-11-01,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,136.0,1360.0
2021-11-01,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,2,85.14,170.28
2021-11-01,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,76.74,153.48
2021-11-01,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,34.89,69.78
2021-11-01,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,64.67,129.34
2021-11-01,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,71.38,142.76
2021-11-01,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,63.09,126.18
2021-11-01,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,397.99,795.98
2021-11-01,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,172.48,344.96
2021-11-01,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,45.7,137.1
2021-11-01,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,54.06,162.18
2021-11-01,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,24.27,72.81
2021-11-01,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,40.12,120.36
2021-11-01,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,149.59,448.77
2021-11-01,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,821.27,2463.81
2021-11-01,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,1,96.35,96.35
2021-11-01,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,69.56,139.12
2021-11-01,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,109.73,219.46
2021-11-01,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,82.19,164.38
2021-11-01,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,132.24,528.96
2021-11-01,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,19.93,19.93
2021-11-01,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.48,34.48
2021-11-01,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,50.41,50.41
2021-11-02,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,116.1,1161.0
2021-11-02,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,135.92,1359.2
2021-11-02,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,2,82.79,165.58
2021-11-02,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,76.07,152.14
2021-11-02,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.03,70.06
2021-11-02,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,63.38,126.76
2021-11-02,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,70.91,141.82
2021-11-02,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,64.21,128.42
2021-11-02,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,396.39,792.78
2021-11-02,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,171.69,343.38
2021-11-02,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,44.12,132.36
2021-11-02,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,55.87,167.61
2021-11-02,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,24.65,73.95
2021-11-02,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,39.72,119.16
2021-11-02,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,147.35,442.05
2021-11-02,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,843.68,1687.36
2021-11-02,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,95.82,191.64
2021-11-02,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,71.97,143.94
2021-11-02,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,111.97,223.94
2021-11-02,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,81.19,162.38
2021-11-02,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,3,132.43,397.29
2021-11-02,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,19.81,19.81
2021-11-02,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.9,35.9
2021-11-02,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.8,49.8
2021-11-03,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,114.58,1260.38
2021-11-03,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,9,132.9,1196.1
2021-11-03,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,83.07,249.21
2021-11-03,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,75.66,151.32
2021-11-03,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,34.55,69.1
2021-11-03,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,66.35,132.7
2021-11-03,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,71.76,143.52
2021-11-03,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,64.85,129.7
2021-11-03,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,408.21,816.42
2021-11-03,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,176.64,353.28
2021-11-03,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,44.13,132.39
2021-11-03,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,56.44,169.32
2021-11-03,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,24.31,72.93
2021-11-03,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,40.54,121.62
2021-11-03,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,152.86,458.58
2021-11-03,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,846.97,1693.94
2021-11-03,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,3,96.33,288.99
2021-11-03,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,70.04,140.08
2021-11-03,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,108.66,217.32
2021-11-03,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,81.79,163.58
2021-11-03,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,131.06,524.24
2021-11-03,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,19.95,19.95
2021-11-03,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,33.97,33.97
2021-11-03,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,51.48,51.48
2021-11-04,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,112.23,1346.76
2021-11-04,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,9,132.6,1193.4
2021-11-04,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,85.28,255.84
2021-11-04,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,73.6,220.8
2021-11-04,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,34.7,69.4
2021-11-04,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,3,63.07,189.21
2021-11-04,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,71.1,142.2
2021-11-04,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,63.63,127.26
2021-11-04,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,395.33,790.66
2021-11-04,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,1,177.33,177.33
2021-11-04,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,2,46.04,92.08
2021-11-04,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,4,54.71,218.84
2021-11-04,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,25.29,75.87
2021-11-04,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,39.02,117.06
